D,Q,PPV_obs,PPV_true
868.7484140587472,201.40097356730772,0.596008983017493,1.6603515765728598
252.39432964933738,412.5927037741885,52.80047301868017,21.294680629909408
1187.1220737061633,227.3555901054517,0.3334484140430015,1.1100771082235275
654.9308121699942,237.14807620795972,2.2331455059714296,2.973611681074543
70.7697669552085,565.3570132101337,116.61758810890315,209.54777240307774
1827.9972604537702,366.57315458785604,0.9609758249279006,0.815359070168741
828.6315571420693,954.9031351040461,3.278000742147869,6.219713089391241
908.4314861849593,320.7508870515575,1.7108047446176966,2.243096994424393
80.20763844526579,670.0965136007209,155.1657873711567,196.4924941814693
263.3390691539286,414.71722337006594,9.58556859571156,19.978295385487503
196.34085768987373,594.3928009401184,69.2303575901688,42.62093614825552
1526.5221640386692,532.9728997877065,1.8627351952671705,1.4676427874753886
537.6263585856888,423.58202954489,5.935780534705155,6.485782532173999
1040.1200480140585,1004.9274374027765,2.928260993765139,4.503554900529462
256.65288582433624,334.7238172516345,38.896575985504796,17.5378639045079
115.61656680118628,248.0852302102003,39.04885935439283,49.43446780787372
386.765834782595,614.236938758086,10.882685663166138,14.788803036220592
63.27163789991355,832.4077625320276,379.29919606483594,341.59823644906095
1058.972768985217,193.60509507948194,6.393184507234363,1.1719228006340772
513.9658529221635,406.19805083340395,1.7642794818182612,6.740260604015906
819.3548761732574,905.4721319560491,13.106014649505578,6.069124527923695
184.9021128309397,699.1378727576,8.04508658290749,53.422537310896736
1795.0910139142911,1083.8085325400646,2.4829357163869696,1.9980435134016075
1348.3530448761062,471.0072871804055,7.833707208005734,1.6215022468340745
883.0535949590769,594.4405925241053,6.267794598217943,3.8449324309634516
102.51629235975628,311.21345010339127,85.20416743843373,71.83883934092353
279.69522463101436,1000.343976297906,20.95098958621942,36.694810789240826
58.768724494968836,349.3463622743565,197.98661485410892,191.9341272986839
88.3387046388594,685.2210239700985,133.2093340641983,171.3973673929764
621.2342687746157,373.41276058336535,2.1202087337892648,4.652902186781255
780.0521844276473,497.65652601798405,3.0439378215468107,4.067496211504336
1774.102214066424,662.3813273893801,1.6743942876832891,1.3730991248020452
166.32662484772902,452.2264001993085,20.736191589674355,44.660865595869
196.09597418577633,929.7182835412508,27.273992291480358,61.08188893659541
282.6354176378967,384.49745826809175,4.309106941982046,16.793201202977656
100.58066165296049,580.6958249320292,180.30457665071384,121.98797658926567
80.7443327605301,334.5110918221173,192.38059683830676,111.51425420638493
289.1197996861282,376.81891836821757,20.089620027763296,15.935396356838938
115.47617609249546,399.21309208731304,190.2503458347102,72.46982887542443
591.6327504944725,226.03304777415565,3.6761709413398287,3.366939152628441
250.7919566028025,212.50949546404524,18.72536704371459,12.652669159233486
1078.8732567710836,602.5593136805594,3.8228153545601136,2.8211644615297478
661.9675606103799,589.641751536815,5.527869358473678,6.057774406136598
158.2705469231476,597.584341305106,35.54082112689679,60.43109285729793
1077.2094000570523,186.55689577757124,10.13314691392053,1.1070062583357585
973.3091001725672,325.07050643948077,1.2920586545053458,2.030308561836487
208.8014993433617,257.4985677984935,10.163430089161155,19.78004702306215
144.8401360283764,736.1953016888648,127.01104002322496,82.29120102550974
619.9672459722211,854.7348882861929,11.647571390022328,9.05433165043131
83.72629374507682,281.31502452466896,22.48347230018197,91.61289367878884
104.52855276110303,602.9512586881511,363.2487110355764,118.20371088649516
51.376533989563626,227.49256919344907,153.68205198978703,168.8617691275912
911.318246263252,296.19345527637233,0.6894428355267334,2.093965429269383
580.8994454510836,231.35111804618847,11.596298078203473,3.532132519220219
674.0424441159133,300.71417564314936,6.4199585440170654,3.434035460667651
890.7272707634119,610.515256438237,1.0938638130951541,3.8738862529959133
271.7569174785775,935.1878582446775,215.29406721206246,36.40921885488396
407.49991247147364,259.70448923817924,13.203006638979721,6.832203285653563
83.74004345915102,480.1885206812705,139.05591179940964,140.4809947637633
76.28761768901104,640.6933316981706,1007.391255575754,205.3879330976509
588.5612257492278,1010.1458584885709,13.188761921857758,11.246616339473796
284.2460172732183,543.0669355908915,21.328317132401427,21.935771535743054
402.2649154963394,285.63880773997363,3.8891157467706328,7.5268899357813535
840.5122883024444,558.4361270370015,7.082457526547572,3.9581253489138186
519.7886960430483,321.52672345774823,8.843374475907833,5.490753878212021
385.3340740109587,1053.4810582918465,23.24439635331899,22.905657811134514
393.4172727400668,371.0786606765629,4.364171799580465,9.615869326441272
153.4321235304079,622.4451228137729,74.71776045775398,65.61392644873781
56.019860642252105,187.72934994853446,117.58353728894365,126.08393328809709
250.39027730593844,371.3375615098839,5.22501900888366,19.824781670884068
110.34369516261359,877.4295564790293,33.58574867031838,146.33729275627346
225.66146317756903,543.231085286089,55.85731954657517,31.742205379905947
1164.5896456826415,402.0360217588362,0.13388465462845694,1.805994986517653
118.51002644461131,979.5618453168933,175.06818969827557,142.56029406772737
61.99754524033524,844.5140060771703,221.32919620114166,356.99944477457626
141.17697757458788,322.5319547025217,163.90096831823433,44.301378184834824
147.68106559704037,482.3396822699469,34.7242930256181,56.877949675550745
574.6454471397136,436.85090273199665,11.556284869022761,5.975962777981935
390.2733798305669,565.2748303519595,9.17109488014992,13.639507141374976
901.2016172583964,329.5521235310264,2.601390758783868,2.3216962383652016
579.7491879423641,280.0573559492805,8.625785108955387,4.128521922824928
223.88558699356892,939.1657639634892,31.365183684433525,49.81191409169567
1007.1159979090579,958.4046076984048,12.367771592654291,4.565550688728264
92.57007997958578,828.3724446621355,68.52534553717774,185.1009888440836
54.36959626152225,1057.4473382120316,707.8781672839496,527.252286615216
69.69988786421017,693.3066685834223,635.9860085013722,252.78437209026083
718.1795247966172,718.443871512024,12.049619451225604,6.2276284041677386
274.74198762154475,715.7477072201929,196.34081797079457,28.887446962982064
90.64358405928951,429.62333542524635,52.76606917073164,113.21715181660294
317.4488750485943,411.2432535788885,3.70531639257816,14.715743433420009
87.69667556311535,278.04764980810336,31.17951602219056,84.27594294348877
652.4046058209428,578.3328830569617,11.817425903270225,6.1051498152992885
259.26215304535106,303.887546361462,26.279321833140383,15.97235561058866
203.88668584144767,287.03899352759436,24.826830631858908,22.41360832773384
152.05841500361666,519.8865309414026,18.749829125975175,57.635672382346094
511.3526724335812,378.0662712055129,13.814303049441563,6.41627168730419
189.9395969331353,267.49773054719606,6.972202324649265,23.727528745040548
69.08606125319365,788.479865859845,905.5541965073498,284.17707453010235
77.27206864443397,854.6413177395882,4413.08234773723,253.3799767001661
1737.7518857455184,243.8397372627237,0.9205176343934407,0.6380936193197508
1427.482450785347,182.4626319431615,1.2417889623043383,0.6931179555735716
660.6064489955504,330.75853256771467,2.3379505370588554,3.827203866608169
133.32439833703936,762.4508744433145,15.809919955271477,96.626295022353
1785.0430851095975,822.17452470754,0.8846201762380423,1.6162723148065639
884.251226327058,231.21487926953384,0.6042747163336819,1.8024897164755758
703.8353810455959,731.1282807564704,1.534603761774592,6.522624257749941
262.34578355082846,221.9370892835461,68.23041797687927,12.188958912629204
136.49518093204364,364.677172367632,67.76775290977477,51.584639444033996
71.3500215017266,1097.234859559926,513.9094115986994,351.5526291249088
1396.3464714868148,255.07743298351167,0.6891647587484196,0.9387063790859107
268.6278049176384,237.85176821634977,10.435370070777529,12.404658489807742
105.47954671138538,386.94066940841105,214.3515262281208,81.70103181012644
154.57201590632474,552.5943476500184,57.07595290506968,58.95179090775634
423.5595731179727,974.1921733837947,31.44207510375114,18.49412343363071
95.97775947182653,1062.4678581905462,175.24164839082624,213.18709644570717
1178.4671388587399,204.1824519924963,0.7319693608725973,1.0305949616065777
820.6610012180967,231.0761580951419,0.4971737893597206,2.0301273566946483
710.5470182498073,753.1605840016675,0.9103686514913336,6.578741149636293
246.155178045174,293.7797800722364,13.003777065328732,16.89135174382212
505.77388371329346,893.0385510304686,13.743057796346452,12.988146282611496
431.2508770747475,598.172577071734,3.361361962521564,12.163945319620359
549.620907907892,220.39206864079017,3.586448336596699,3.7122466395140195
68.27392531475417,812.345121106438,312.97550751756347,296.5964242242523
231.80265580765266,247.69076490181516,1.878353228278042,16.222569580415097
58.2959531311556,387.4278005236955,84.58217121305675,211.2089994000491
309.2950232079148,489.05333019219205,26.481464133639285,17.622581648663807
168.82138361321446,445.58943016825486,63.46622867777993,43.09681959915937
85.21311179979928,623.2740133257361,53.098167319440414,168.3116516603535
73.2196691094767,586.627906043126,239.48599207560173,204.39346300603404
436.9299977531012,1084.2682608491039,53.29144278931936,19.170421511177338
93.81454444867825,1098.8495542238961,494.05813517103326,227.14310419411834
1517.2876858928728,458.42855729769235,1.1942844906111492,1.3136808949387253
426.4467498185262,213.85057803498236,3.4060134943811287,5.4385846778275715
179.75303852472672,672.1168918173836,28.86252173337512,54.15706370896435
442.233941323577,1054.5030643543375,29.359439403732633,18.389766230744936
54.38801063015856,320.2692938762653,246.33208838139174,202.66950643046758
1716.4824571307424,414.79939805415415,1.8679938241934788,0.9954713131601143
296.2436461473177,388.32756336523823,17.913210056722317,15.700061342920671
897.3436537547366,197.55778131330436,3.5203605912748963,1.5523958926753787
67.84352851102776,607.7894268928469,261.1267058704002,237.55833625988342
301.0411370137412,341.22307907435754,30.241030802704735,13.797824323130635
305.57093808856456,748.7101970125893,60.34572265134485,25.261141324116448
1590.0993009787048,811.743628581765,0.8610652963583397,1.9250302667620778
412.0146352536059,795.9001726853087,2.6961305310606134,16.444016218373953
